title,category,rating_num,price_gbp,price_bucket
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Nonfiction,1,57.83,high
Letter to a Christian Nation,Nonfiction,1,22.2,mid
Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,1,45.11,high
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,1,42.38,high
Into the Wild,Nonfiction,5,56.7,high
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,3,28.85,mid
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,2,28.88,mid
Gratitude,Nonfiction,5,26.66,mid
Disrupted: My Misadventure in the Start-Up Bubble,Nonfiction,5,15.28,low
Brave Enough,Nonfiction,5,51.32,high
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,2,27.35,mid
Blink: The Power of Thinking Without Thinking,Nonfiction,5,21.74,mid
Black Flags: The Rise of ISIS,Nonfiction,1,40.87,high
Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,1,56.58,high
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,4,30.48,mid
"The Suffragettes (Little Black Classics, #96)",Nonfiction,2,11.89,low
Kindle Paperwhite User's Guide,Nonfiction,3,34.0,mid
H is for Hawk,Nonfiction,5,57.42,high
Travels with Charley: In Search of America,Nonfiction,5,57.82,high
The Tumor,Nonfiction,5,41.56,high
The End of the Jesus Era (An Investigation #1),Nonfiction,1,14.4,low
"Eat, Pray, Love",Nonfiction,3,51.32,high
Rip it Up and Start Again,Music,5,35.02,high
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Music,3,57.25,high
How Music Works,Music,2,37.32,high
Love Is a Mix Tape (Music #1),Music,1,18.03,low
Please Kill Me: The Uncensored Oral History of Punk,Music,4,31.19,mid
Kill 'Em and Leave: Searching for James Brown and the American Soul,Music,5,45.05,high
"Chronicles, Vol. 1",Music,2,52.6,high
This Is Your Brain on Music: The Science of a Human Obsession,Music,1,38.4,high
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Music,3,12.36,low
No One Here Gets Out Alive,Music,5,20.02,mid
Life,Music,5,31.58,mid
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Music,2,55.66,high
Forever Rockers (The Rocker #12),Music,3,28.8,mid
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Default,3,17.93,low
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Default,4,22.6,mid
"Starving Hearts (Triangular Trade Trilogy, #1)",Default,2,13.99,low
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Default,3,22.5,mid
Aladdin and His Wonderful Lamp,Default,3,53.13,high
Penny Maybe,Default,3,33.29,mid
Maude (1883-1993):She Grew Up with the country,Default,2,18.02,low
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Default,5,20.59,mid
Soul Reader,Default,2,39.58,high
Bossypants,Default,2,49.46,high
A World of Flavor: Your Gluten Free Passport,Default,1,42.95,high
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",Default,5,56.76,high
Tracing Numbers on a Train,Default,3,41.6,high
Thirteen Reasons Why,Default,1,52.72,high
The Secret (The Secret #1),Default,4,27.37,mid
The Psychopath Test: A Journey Through the Madness Industry,Default,2,36.0,high
The Kite Runner,Default,4,41.82,high
The Girl on the Train,Default,2,55.02,high
The Emerald Mystery,Default,2,23.15,mid
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,Default,3,32.0,mid
The Art of War,Default,5,33.34,mid
Secrets and Lace (Fatal Hearts #1),Default,1,20.27,mid
Romero and Juliet: A Tragic Tale of Love and Zombies,Default,1,36.94,high
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,Default,1,41.06,high
Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),Default,1,10.76,low
Large Print Heart of the Pride,Default,2,19.15,low
Grumbles,Default,2,22.16,mid
First Steps for New Christians (Print Edition),Default,1,29.0,mid
Eureka Trivia 6.0,Default,4,54.59,high
Drive: The Surprising Truth About What Motivates Us,Default,4,34.95,mid
Done Rubbed Out (Reightman & Bailey #1),Default,5,37.72,high
Beauty Restored (Riley Family Legacy Novellas #3),Default,2,11.11,low
Ayumi's Violin,Default,2,15.48,low
Anonymous,Default,4,46.82,high
Amy Meets the Saints and Sages,Default,3,18.46,low
Amatus,Default,5,50.54,high
V for Vendetta (V for Vendetta Complete),Default,4,37.1,high
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Default,2,45.95,high
The Wright Brothers,Default,4,56.8,high
The Songs of the Gods,Default,5,44.48,high
The Rosie Project (Don Tillman #1),Default,1,54.04,high
The Power of Habit: Why We Do What We Do in Life and Business,Default,3,16.88,low
Steve Jobs,Default,5,39.5,high
Luckiest Girl Alive,Default,3,49.83,high
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Default,4,46.91,high
Lady Midnight (The Dark Artifices #1),Default,5,16.28,low
"Hush, Hush (Hush, Hush #1)",Default,3,47.02,high
Greek Mythic History,Default,5,10.23,low
Every Last Word,Default,3,46.47,high
Daily Fantasy Sports,Default,1,36.58,high
Clockwork Angel (The Infernal Devices #1),Default,1,44.14,high
City of Fallen Angels (The Mortal Instruments #4),Default,4,11.23,low
City of Bones (The Mortal Instruments #1),Default,1,43.28,high
City of Ashes (The Mortal Instruments #2),Default,1,47.27,high
"Carry On, Warrior: Thoughts on Life Unarmed",Default,3,31.85,mid
Carrie,Default,2,46.23,high
Angels & Demons (Robert Langdon #1),Default,3,51.48,high
"The Three Searches, Meaning, and the Story",Default,3,13.33,low
Raspberry Pi Electronics Projects for the Evil Genius,Default,4,49.67,high
How to Speak Golf: An Illustrated Guide to Links Lingo,Default,5,58.32,high
Eleanor & Park,Default,5,56.51,high
Troublemaker: Surviving Hollywood and Scientology,Default,2,48.39,high
Adultery,Default,5,20.88,mid
Unlimited Intuition Now,Default,4,58.87,high
Underlying Notes,Default,2,11.82,low
The New Brand You: Your New Image Makes the Sale for You,Default,5,44.05,high
The Flowers Lied,Default,2,16.68,low
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Default,4,10.41,low
Modern Day Fables,Default,2,47.44,high
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Default,5,43.62,high
The Martian (The Martian #1),Default,2,41.39,high
Left Behind (Left Behind #1),Default,2,40.72,high
John Vassos: Industrial Design for Modern Life,Default,4,20.22,mid
I'll Give You the Sun,Default,1,56.48,high
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Default,2,52.86,high
Ender's Game (The Ender Quintet #1),Default,1,43.64,high
Death by Leisure: A Cautionary Tale,Default,4,37.51,high
Wildlife of New York: A Five-Borough Coloring Book,Default,2,22.14,mid
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,1,34.72,mid
The Great Gatsby,Default,4,36.05,high
The Good Girl,Default,3,49.03,high
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Default,4,33.17,mid
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Default,2,20.9,mid
Life of Pi,Default,4,13.22,low
The Sound Of Love,Default,5,57.84,high
The Perks of Being a Wallflower,Default,3,55.02,high
The Makings of a Fatherless Child,Default,2,31.58,mid
The Hobbit (Middle-Earth Universe),Default,5,17.8,low
The Fellowship of the Ring (The Lord of the Rings #1),Default,2,10.27,low
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Default,3,30.6,mid
Musicophilia: Tales of Music and the Brain,Default,1,46.58,high
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Default,4,53.68,high
The Fault in Our Stars,Default,1,47.22,high
The Dream Thieves (The Raven Cycle #2),Default,1,34.5,mid
The 5th Wave (The 5th Wave #1),Default,2,11.83,low
Shiver (The Wolves of Mercy Falls #1),Default,5,16.23,low
Remember Me?,Default,3,11.48,low
If I Stay (If I Stay #1),Default,5,38.13,high
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Default,2,36.55,high
Harry Potter and the Deathly Hallows (Harry Potter #7),Default,1,23.32,mid
Fool Me Once,Default,1,16.96,low
Drama,Default,2,38.7,high
"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,5,34.13,mid
Alight (The Generations Trilogy #2),Default,4,58.59,high
Vogue Colors A to Z: A Fashion Coloring Book,Default,4,52.35,high
The Shining (The Shining #1),Default,3,27.88,mid
The Hunger Games (The Hunger Games #1),Default,5,29.85,mid
Outlander (Outlander #1),Default,5,19.67,low
Mockingjay (The Hunger Games #3),Default,4,20.44,mid
Harry Potter and the Sorcerer's Stone (Harry Potter #1),Default,3,13.9,low
Confessions of a Shopaholic (Shopaholic #1),Default,2,48.94,high
Zero History (Blue Ant #3),Default,1,34.77,mid
World War Z: An Oral History of the Zombie War,Default,1,21.8,mid
Wild: From Lost to Found on the Pacific Crest Trail,Default,3,46.02,high
"Where'd You Go, Bernadette",Default,1,18.13,low
Twilight (Twilight #1),Default,2,41.93,high
The Paris Wife,Default,3,36.8,high
The Maze Runner (The Maze Runner #1),Default,1,20.93,mid
The Lover's Dictionary,Default,2,58.09,high
The Goldfinch,Default,3,43.58,high
The Giver (The Giver Quartet #1),Default,1,12.3,low
The Girl Who Played with Fire (Millennium Trilogy #2),Default,2,22.14,mid
The Demon-Haunted World: Science as a Candle in the Dark,Default,4,52.25,high
The Book Thief,Default,2,53.49,high
The Autobiography of Malcolm X,Default,2,23.43,mid
Shopaholic & Baby (Shopaholic #5),Default,2,46.45,high
Quiet: The Power of Introverts in a World That Can't Stop Talking,Default,1,43.55,high
Packing for Mars: The Curious Science of Life in the Void,Default,2,56.68,high
Orange Is the New Black,Default,2,24.61,mid
One for the Money (Stephanie Plum #1),Default,2,32.87,mid
Morning Star (Red Rising #3),Default,1,29.4,mid
Life After Life,Default,2,26.13,mid
"Lean In: Women, Work, and the Will to Lead",Default,1,25.02,mid
Is Everyone Hanging Out Without Me? (And Other Concerns),Default,3,20.11,mid
Gone Girl,Default,5,37.6,high
Fellside,Default,1,38.62,high
Eclipse (Twilight #3),Default,1,18.74,low
Dracula,Default,3,52.62,high
Dead Wake: The Last Crossing of the Lusitania,Default,5,39.24,high
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Default,1,17.81,low
Dark Places,Default,5,23.9,mid
Breaking Dawn (Twilight #4),Default,5,35.28,high
Beautiful Creatures (Caster Chronicles #1),Default,5,21.55,mid
A Visit from the Goon Squad,Default,5,14.08,low
The Zombie Room,Default,5,19.69,low
The Name of the Wind (The Kingkiller Chronicle #1),Default,3,50.59,high
Taking Shots (Assassins #1),Default,2,18.88,low
Shatter Me (Shatter Me #1),Default,1,42.4,high
Paradise Lost (Paradise #1),Default,1,24.96,mid
On the Road (Duluoz Legend),Default,3,32.36,mid
Jane Eyre,Default,5,38.43,high
Frankenstein,Default,2,38.0,high
Mesaerion: The Best Science Fiction Stories 1800-1849,Science Fiction,1,37.59,high
Join,Science Fiction,5,35.67,high
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Science Fiction,4,43.3,high
The Project,Science Fiction,1,10.65,low
Soft Apocalypse,Science Fiction,2,26.12,mid
Sleeping Giants (Themis Files #1),Science Fiction,1,48.74,high
Arena,Science Fiction,4,21.36,mid
Foundation (Foundation (Publication Order) #1),Science Fiction,1,32.42,mid
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Science Fiction,1,10.92,low
Ready Player One,Science Fiction,4,19.07,low
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Science Fiction,2,33.26,mid
Dune (Dune #1),Science Fiction,1,54.86,high
Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,1,51.48,high
Three Wishes (River of Time: California #1),Science Fiction,2,44.18,high
The Last Girl (The Dominion Trilogy #1),Science Fiction,2,36.26,high
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,4,34.96,mid
The Book of Basketball: The NBA According to The Sports Guy,Sports and Games,5,44.84,high
"Friday Night Lights: A Town, a Team, and a Dream",Sports and Games,3,51.22,high
Sugar Rush (Offensive Line #2),Sports and Games,1,24.42,mid
Settling the Score (The Summer Games #1),Sports and Games,2,44.91,high
Icing (Aces Hockey #2),Sports and Games,4,40.44,high
The Torch Is Passed: A Harding Family Story,Add a comment,1,19.09,low
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Add a comment,4,23.89,mid
The Art Forger,Add a comment,3,40.76,high
On a Midnight Clear,Add a comment,3,14.07,low
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Add a comment,2,53.9,high
"Shobu Samurai, Project Aryoku (#3)",Add a comment,3,29.06,mid
Modern Romance,Add a comment,5,28.26,mid
The White Queen (The Cousins' War #1),Add a comment,5,25.91,mid
The Song of Achilles,Add a comment,5,37.4,high
The Immortal Life of Henrietta Lacks,Add a comment,2,40.67,high
The Dovekeepers,Add a comment,1,48.78,high
More Than Music (Chasing the Dream #1),Add a comment,2,37.61,high
Code Name Verity (Code Name Verity #1),Add a comment,4,22.13,mid
Cell,Add a comment,4,20.29,mid
Angels Walking (Angels Walking #1),Add a comment,2,34.2,mid
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Add a comment,2,56.48,high
A People's History of the United States,Add a comment,2,40.79,high
A Brush of Wings (Angels Walking #3),Add a comment,1,55.51,high
Rook,Add a comment,4,37.86,high
The Midnight Watch: A Novel of the Titanic and the Californian,Add a comment,1,26.2,mid
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Add a comment,4,59.15,high
The Children,Add a comment,3,11.88,low
One with You (Crossfire #5),Add a comment,4,15.71,low
Without Shame,Add a comment,5,48.27,high
Watchmen,Add a comment,4,58.05,high
A Hero's Curse (The Unseen Chronicles #1),Add a comment,3,50.49,high
23 Degrees South: A Tropical Tale of Changing Whether...,Add a comment,2,35.79,high
The Glass Castle,Add a comment,1,16.24,low
The Drowning Girls,Add a comment,3,35.67,high
Team of Rivals: The Political Genius of Abraham Lincoln,Add a comment,5,20.12,mid
John Adams,Add a comment,4,57.43,high
Good in Bed (Cannie Shapiro #1),Add a comment,5,37.05,high
The Joy of Cooking,Add a comment,4,43.27,high
The Golden Compass (His Dark Materials #1),Add a comment,1,18.77,low
The God Delusion,Add a comment,3,46.85,high
Pride and Prejudice,Add a comment,4,19.27,low
Mere Christianity,Add a comment,3,48.51,high
Fun Home: A Family Tragicomic,Add a comment,4,56.59,high
The Raven King (The Raven Cycle #4),Add a comment,2,30.57,mid
Find Her (Detective D.D. Warren #8),Add a comment,1,22.37,mid
Evicted: Poverty and Profit in the American City,Add a comment,1,42.27,high
A Game of Thrones (A Song of Ice and Fire #1),Add a comment,2,46.42,high
A Clash of Kings (A Song of Ice and Fire #2),Add a comment,3,10.79,low
The Tipping Point: How Little Things Can Make a Big Difference,Add a comment,2,10.02,low
The Rest Is Noise: Listening to the Twentieth Century,Add a comment,1,34.77,mid
The Purpose Driven Life: What on Earth Am I Here for?,Add a comment,3,37.19,high
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Add a comment,3,47.8,high
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Add a comment,1,57.48,high
"The End of Faith: Religion, Terror, and the Future of Reason",Add a comment,4,22.13,mid
The Complete Poems,Add a comment,5,41.32,high
The Catcher in the Rye,Add a comment,1,24.55,mid
The Case for Christ (Cases for Christianity),Add a comment,1,47.84,high
The Blind Side: Evolution of a Game,Add a comment,5,53.71,high
Seven Days in the Art World,Add a comment,2,52.33,high
Sarah's Key,Add a comment,1,46.29,high
Rogue Lawyer (Rogue Lawyer #1),Add a comment,3,50.11,high
Manuscript Found in Accra,Add a comment,2,34.98,mid
Fire Bound (Sea Haven/Sisters of the Heart #5),Add a comment,4,21.28,mid
Cosmos,Add a comment,2,36.17,high
#GIRLBOSS,Add a comment,1,50.96,high
The Sense of an Ending,Add a comment,3,31.38,mid
The Republic,Add a comment,3,33.78,mid
The Odyssey,Add a comment,3,29.64,mid
The Light of the Fireflies,Add a comment,1,54.43,high
The Iliad,Add a comment,1,16.16,low
The Communist Manifesto,Add a comment,3,14.76,low
Lord of the Flies,Add a comment,3,24.89,mid
Unicorn Tracks,Fantasy,3,18.78,low
"Saga, Volume 6 (Saga (Collected Editions) #6)",Fantasy,3,25.02,mid
Princess Between Worlds (Wide-Awake Princess #5),Fantasy,5,13.34,low
Masks and Shadows,Fantasy,2,56.4,high
Crown of Midnight (Throne of Glass #2),Fantasy,3,43.29,high
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Fantasy,2,28.09,mid
A Court of Thorns and Roses (A Court of Thorns and Roses #1),Fantasy,1,52.37,high
Throne of Glass (Throne of Glass #1),Fantasy,3,35.07,high
The Glittering Court (The Glittering Court #1),Fantasy,1,44.28,high
Hollow City (Miss Peregrineâs Peculiar Children #2),Fantasy,1,42.98,high
The Star-Touched Queen,Fantasy,5,46.02,high
The Hidden Oracle (The Trials of Apollo #1),Fantasy,2,52.26,high
The Bane Chronicles (The Bane Chronicles #1-11),Fantasy,4,44.73,high
Island of Dragons (Unwanteds #7),Fantasy,1,29.65,mid
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Fantasy,5,37.51,high
City of Glass (The Mortal Instruments #3),Fantasy,4,56.02,high
Searching for Meaning in Gailana,Fantasy,1,38.73,high
A Shard of Ice (The Black Symphony Saga #1),Fantasy,3,56.63,high
King's Folly (The Kinsman Chronicles #1),Fantasy,5,39.61,high
Every Heart a Doorway (Every Heart A Doorway #1),Fantasy,5,12.16,low
A Gathering of Shadows (Shades of Magic #2),Fantasy,4,44.81,high
The Raven Boys (The Raven Cycle #1),Fantasy,4,57.74,high
The False Prince (The Ascendance Trilogy #1),Fantasy,5,56.0,high
Tell the Wind and Fire,Fantasy,3,45.51,high
A Feast for Crows (A Song of Ice and Fire #4),Fantasy,4,17.21,low
The Demonists (Demonist #1),Fantasy,2,52.11,high
The Beast (Black Dagger Brotherhood #14),Fantasy,5,46.08,high
Paper and Fire (The Great Library #2),Fantasy,5,49.45,high
Harry Potter and the Order of the Phoenix (Harry Potter #5),Fantasy,4,31.63,mid
Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,5,48.75,high
Harry Potter and the Chamber of Secrets (Harry Potter #2),Fantasy,1,14.74,low
The Rose & the Dagger (The Wrath and the Dawn #2),Fantasy,4,58.64,high
Soldier (Talon #3),Fantasy,2,24.72,mid
Midnight Riot (Peter Grant/ Rivers of London - books #1),Fantasy,2,55.46,high
Heir to the Sky,Fantasy,4,44.07,high
Eragon (The Inheritance Cycle #1),Fantasy,3,43.87,high
Darkfever (Fever #1),Fantasy,1,56.02,high
Ash,Fantasy,4,22.06,mid
A Storm of Swords (A Song of Ice and Fire #3),Fantasy,2,31.22,mid
Vampire Girl (Vampire Girl #1),Fantasy,2,53.82,high
The Silent Twin (Detective Jennifer Knight #3),Fantasy,3,36.25,high
The Mirror & the Maze (The Wrath and the Dawn #1.5),Fantasy,1,29.38,mid
Sister Sable (The Mad Queen #1),Fantasy,3,13.33,low
Shadow Rites (Jane Yellowrock #10),Fantasy,4,21.72,mid
Origins (Alphas 0.5),Fantasy,1,28.99,mid
One Second (Seven #7),Fantasy,2,52.94,high
Myriad (Prentor #1),Fantasy,4,58.75,high
Without Borders (Wanderlove #1),New Adult,2,45.07,high
The Mistake (Off-Campus #2),New Adult,3,43.29,high
The Matchmaker's Playbook (Wingmen Inc. #1),New Adult,1,55.85,high
The Hook Up (Game On #1),New Adult,5,36.29,high
Shameless,New Adult,3,58.35,high
Off Sides (Off #1),New Adult,5,39.45,high
The Requiem Red,Young Adult,1,22.65,mid
Set Me Free,Young Adult,5,17.46,low
The Natural History of Us (The Fine Art of Pretending #2),Young Adult,3,45.22,high
Obsidian (Lux #1),Young Adult,2,14.86,low
Burning,Young Adult,3,28.81,mid
A Fierce and Subtle Poison,Young Adult,4,28.13,mid
Scarlett Epstein Hates It Here,Young Adult,5,43.55,high
"Nightingale, Sing",Young Adult,1,38.28,high
Library of Souls (Miss Peregrineâs Peculiar Children #3),Young Adult,5,48.56,high
Frostbite (Vampire Academy #2),Young Adult,5,29.99,mid
Wild Swans,Young Adult,2,14.36,low
Until Friday Night (The Field Party #1),Young Adult,2,46.31,high
This Is Where It Ends,Young Adult,2,27.12,mid
The Darkest Lie,Young Adult,5,35.35,high
My Kind of Crazy,Young Adult,1,40.36,high
Don't Get Caught,Young Adult,1,55.35,high
Catching Jordan (Hundred Oaks),Young Adult,3,50.83,high
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Young Adult,4,58.14,high
The Epidemic (The Program 0.6),Young Adult,5,14.44,low
Stars Above (The Lunar Chronicles #4.5),Young Adult,2,48.05,high
No Love Allowed (Dodge Cove #1),Young Adult,4,54.65,high
"Exit, Pursued by a Bear",Young Adult,4,51.34,high
The Alien Club,Young Adult,1,54.4,high
Don't Forget Steven,Young Adult,1,33.23,mid
South of Sunshine,Young Adult,1,28.93,mid
My Life Next Door (My Life Next Door ),Young Adult,5,36.39,high
Future Shock (Future Shock #1),Young Adult,5,55.65,high
Nightstruck: A Novel,Young Adult,4,50.35,high
Tell the Wolves I'm Home,Young Adult,2,50.96,high
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Young Adult,4,47.31,high
Where She Went (If I Stay #2),Young Adult,4,41.73,high
Two Summers,Young Adult,1,14.64,low
The Darkest Corners,Young Adult,5,11.33,low
Tell Me Three Things,Young Adult,1,41.81,high
Lola and the Boy Next Door (Anna and the French Kiss #2),Young Adult,4,23.63,mid
Kill the Boy Band,Young Adult,5,15.52,low
Isla and the Happily Ever After (Anna and the French Kiss #3),Young Adult,5,48.13,high
An Abundance of Katherines,Young Adult,5,10.0,low
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Young Adult,4,24.17,mid
Walk the Edge (Thunder Road #2),Young Adult,3,32.36,mid
Two Boys Kissing,Young Adult,2,32.74,mid
The New Guy (and Other Senior Year Distractions),Young Adult,3,44.92,high
"The Land of 10,000 Madonnas",Young Adult,4,29.64,mid
Scarlet (The Lunar Chronicles #2),Young Adult,4,14.57,low
Legend (Legend #1),Young Adult,4,43.69,high
Lady Renegades (Rebel Belle #3),Young Adult,5,53.04,high
Golden (Heart of Dread #3),Young Adult,4,42.21,high
Cinder (The Lunar Chronicles #1),Young Adult,1,26.09,mid
Boy Meets Boy,Young Adult,3,21.12,mid
Annie on My Mind,Young Adult,5,36.83,high
New Moon (Twilight #2),Young Adult,4,12.86,low
Girl Online On Tour (Girl Online #2),Young Adult,1,53.47,high
The Haters,Young Adult,5,27.89,mid
The Art of Not Breathing,Young Adult,4,40.83,high
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Science,4,42.96,high
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,Science,5,57.36,high
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Science,4,44.74,high
Tipping Point for Planet Earth: How Close Are We to the Edge?,Science,1,37.55,high
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Science,1,55.91,high
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Science,1,28.41,mid
The Origin of Species,Science,4,10.01,low
The Grand Design,Science,3,13.76,low
Peak: Secrets from the New Science of Expertise,Science,2,16.28,low
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Science,4,13.03,low
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Science,5,57.35,high
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Science,2,25.83,mid
Seven Brief Lessons on Physics,Science,4,30.6,mid
The Selfish Gene,Science,1,29.45,mid
A Light in the Attic,Poetry,3,51.77,high
The Black Maria,Poetry,1,52.15,high
Shakespeare's Sonnets,Poetry,4,20.66,mid
Olio,Poetry,1,23.88,mid
You can't bury them all: Poems,Poetry,2,33.63,mid
Slow States of Collapse: Poems,Poetry,3,57.31,high
Untitled Collection: Sabbath Poems 2014,Poetry,4,14.27,low
Poems That Make Grown Women Cry,Poetry,4,14.19,low
Night Sky with Exit Wounds,Poetry,1,41.05,high
salt.,Poetry,4,46.78,high
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Poetry,5,50.89,high
Out of Print: City Lights Spotlight No. 14,Poetry,5,53.64,high
Les Fleurs du Mal,Poetry,5,29.04,mid
Howl and Other Poems,Poetry,2,40.45,high
Leave This Song Behind: Teen Poetry at Its Best,Poetry,5,51.17,high
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Poetry,5,15.42,low
The Crossover,Poetry,4,38.77,high
Booked,Poetry,5,17.49,low
Twenty Love Poems and a Song of Despair,Poetry,4,30.95,mid
"Vampire Knight, Vol. 1 (Vampire Knight #1)",Paranormal,1,15.4,low
Wall and Piece,Art,4,44.18,high
Feathers: Displays of Brilliant Plumage,Art,3,49.05,high
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,4,48.63,high
The New Drawing on the Right Side of the Brain,Art,3,43.02,high
History of Beauty,Art,4,10.29,low
The Story of Art,Art,4,41.14,high
The Art Book,Art,2,32.34,mid
Ways of Seeing,Art,5,39.51,high
The Lucifer Effect: Understanding How Good People Turn Evil,Psychology,1,10.4,low
The Golden Condom: And Other Essays on Love Lost and Found,Psychology,1,39.43,high
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Psychology,3,56.27,high
An Unquiet Mind: A Memoir of Moods and Madness,Psychology,3,21.3,mid
"Thinking, Fast and Slow",Psychology,1,21.14,mid
Civilization and Its Discontents,Psychology,2,59.95,high
8 Keys to Mental Health Through Exercise,Psychology,1,31.04,mid
The Argonauts,Autobiography,2,10.93,low
M Train,Autobiography,1,27.18,mid
Lab Girl,Autobiography,1,40.85,high
Approval Junkie: Adventures in Caring Too Much,Autobiography,5,58.81,high
Running with Scissors,Autobiography,4,12.91,low
Me Talk Pretty One Day,Autobiography,2,57.6,high
Lust & Wonder,Autobiography,2,11.87,low
Life Without a Recipe,Autobiography,5,59.04,high
A Heartbreaking Work of Staggering Genius,Autobiography,5,54.29,high
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Parenting,2,37.35,high
Fifty Shades Freed (Fifty Shades #3),Adult Fiction,5,15.36,low
The Long Haul (Diary of a Wimpy Kid #9),Humor,1,44.07,high
Old School (Diary of a Wimpy Kid #10),Humor,5,11.83,low
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Humor,4,25.98,mid
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Humor,5,14.75,low
Dress Your Family in Corduroy and Denim,Humor,3,43.68,high
Toddlers Are A**holes: It's Not Your Fault,Humor,1,25.55,mid
When You Are Engulfed in Flames,Humor,5,30.89,mid
Naked,Humor,3,31.69,mid
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Humor,5,55.5,high
Holidays on Ice,Humor,2,51.07,high
Security,Horror,2,39.25,high
Follow You Home,Horror,1,21.36,mid
The Loney,Horror,1,23.4,mid
